
KJ,22/10/09 10:17:42,Clock In
KJ,22/10/09 10:17:48,Clock Out
KJ,22/10/11 08:11:04,Clock Out
KJ,22/10/13 08:42:38,Clock In
KJ,22/10/13 08:42:52,Clock Out
KJ,22/10/13 08:51:02,Clock In
KJ,22/10/13 08:51:15,Clock Out
KJ,22/10/13 08:51:45,Clock In
KJ,22/10/13 08:52:15,Clock Out
KJ,22/10/13 16:43:08,Clock Out
KJ,22/10/13 16:46:04,Clock Out
KJ,22/10/13 16:47:36,Clock In
KJ,22/10/13 16:47:43,Clock Out
KJ,22/10/22 10:11:17,Clock In
KJ,22/10/22 10:11:21,Clock Out
